project,pr_name,pr_base_branch,build_id,build_duration,build_timestamp,build_result,build_head_sha,ts_duration,passcount,failcount,skipcount,build_date,trunk_sha,trunk_sha_source,stage_id,stage_duration_by_suite_sum,stage_duration_by_method_sum,num_pass_class,num_fail_class,num_trans_class,num_pass_method,num_fail_method
karaf,PR-1440,main,2,4657.0,1632756999.0,SUCCESS,69c054c9df594047e6eb859f6e2af5841670dfed,1687.5317,891,0,39,2021-09-27,e1dde27b88303c78e1d94b3dddaca0ea177e59e5,build_log,single,7314.843999999999,909.846,218,0,0,891,0
karaf,PR-1442,main,1,5829.0,1633437152.0,SUCCESS,334e85a039687f068c45c36ca3785b7f710819d8,2179.514,891,0,39,2021-10-05,e1dde27b88303c78e1d94b3dddaca0ea177e59e5,build_log,single,9807.857,1185.022,218,0,0,891,0
karaf,PR-1443,main,1,4698.0,1633609849.0,SUCCESS,43b158e2b3fe35454878b2a8a2d655878156ff66,1653.1302,891,0,39,2021-10-07,3ee954eedc2bdef1e3bc99b409e4c3bb8b4b4c1d,build_log,single,7196.984,871.7650000000001,218,0,0,891,0
karaf,PR-1444,main,1,4794.0,1633622382.0,SUCCESS,f700f412079e5c4547a117f3699f74ce9b4ba70c,1646.4901,891,0,39,2021-10-07,3ee954eedc2bdef1e3bc99b409e4c3bb8b4b4c1d,build_log,single,7230.669,867.072,218,0,0,891,0
karaf,PR-1445,main,1,4597.0,1635090959.0,SUCCESS,677d97e610fe921b338ae47b46612b099a758f57,1546.5292,891,0,39,2021-10-24,751c420cfb0b22217f96122c01a1cdf7c085d73b,build_log,single,6526.8479984,835.411,218,0,0,891,0
karaf,PR-1447,main,1,6316.0,1636037203.0,FAILURE,066a1d6e876a6c243ae0e68ce9d90f18cc52c31d,1819.8667,890,1,39,2021-11-04,d611d245851d116978f627cc6fb772d8e2ee826c,build_log,single,7601.838000000001,926.506,217,1,1,890,1
karaf,PR-1448,main,1,6914.0,1636037964.0,SUCCESS,f497d42d2733754d43daaaf7046b6137592574c1,2195.6287,891,0,39,2021-11-04,d611d245851d116978f627cc6fb772d8e2ee826c,build_log,single,9724.055,1192.445,218,0,1,891,0
karaf,PR-1447,main,2,5093.0,1636116925.0,SUCCESS,c64a119add41168bc7323a4ed18a0665aa0547d9,2074.743,891,0,39,2021-11-05,e6b8bf1ddfa624f5a51ffa2255a9b62973e87fbb,build_log,single,9045.8350016,1100.004,218,0,0,891,0
karaf,PR-1449,main,1,4726.0,1636313752.0,SUCCESS,511e0ad96eeb662a1391e5ceb694afc332f59977,1626.2201,891,0,39,2021-11-07,b6dee59d4a84090e49d0d9f6cfb8bb4f196a2896,build_log,single,6981.636,858.098,218,0,0,891,0
karaf,PR-1450,main,3,4895.0,1636781340.0,SUCCESS,16e462b3ffc90a3160b40a7b06a4285b8b5d56d1,1813.1294,891,0,39,2021-11-13,b6dee59d4a84090e49d0d9f6cfb8bb4f196a2896,build_log,single,9547.157,1006.913,218,0,0,891,0
karaf,PR-1446,main,5,18030.0,1637154611.0,ABORTED,dfcef909636563df694bbb73169269ce1a911cfa,16155.337,691,21,35,2021-11-17,232414712b358cbe9ee0e6b8b273ae72dde6c65d,build_log,single,78388.48099999999,15618.2,183,8,7,691,21
karaf,PR-1451,main,1,6090.0,1637159784.0,SUCCESS,6f75d69e19c397273f2bb201115488303cd41fb6,2126.028,891,0,39,2021-11-17,232414712b358cbe9ee0e6b8b273ae72dde6c65d,build_log,single,9433.8269984,1151.198,218,0,7,891,0
karaf,PR-1446,main,6,4500.0,1637224260.0,FAILURE,d4a1cc6df00b89f582ab0bc4935d8e7c4b35a845,1782.7297,876,15,39,2021-11-18,3df03b3d01e73d41d21561a52211d2ddb9b929b2,build_log,single,7832.253,943.334,213,5,5,876,15
karaf,PR-1446,main,7,4493.0,1637311583.0,FAILURE,d4a1cc6df00b89f582ab0bc4935d8e7c4b35a845,1696.8057,876,15,39,2021-11-19,81168a5d5694c6d4ca6e1dd4003a8e231d7e6edb,build_log,single,7252.347999999999,892.8569999999999,213,5,0,876,15
karaf,PR-1446,main,9,4286.0,1637327958.0,FAILURE,bbae7f9231979b9a8dd40e1759928ad184d9bb2c,1617.3894,890,1,39,2021-11-19,81168a5d5694c6d4ca6e1dd4003a8e231d7e6edb,build_log,single,6992.0499984,856.614,217,1,6,890,1
karaf,PR-1452,main,1,4739.0,1637528991.0,SUCCESS,90f9941f4e4e88b6c717f2c818c08d703f087b9f,1649.6908,891,0,39,2021-11-21,972a9b8459ed6fcf03bd2183d1a0a66b5ae5d57c,build_log,single,7088.952000000001,881.323,218,0,1,891,0
karaf,PR-1453,main,1,4912.0,1637658075.0,SUCCESS,c4720bd54eeffea8f53df202899b9b521ad3c8dd,1706.31,891,0,39,2021-11-23,b0079a84ba1b5a5540e50daea9219f80989e773c,build_log,single,7418.782999999999,916.3200000000002,218,0,0,891,0
karaf,PR-1454,main,1,6555.0,1637684430.0,SUCCESS,cbaf4fd9df7a9eeb8cc26685a49831d9a667e9a2,3248.7468,891,0,39,2021-11-23,e6cffcc42f6afc337209b8366d1a9113d02eb4f7,build_log,single,10304.3600008,2339.519,218,0,0,891,0
karaf,PR-1457,main,2,5198.0,1638083492.0,SUCCESS,e39d9e1241f9d5d545a2e080de7bd1f5a13b8ce3,2041.7163,891,0,39,2021-11-28,a2cdd25d4ca5f693576d25b2dea3d5fe595c99fc,build_log,single,9433.7190016,1138.772,218,0,0,891,0
karaf,PR-1458,main,2,4739.0,1638177260.0,FAILURE,a8afbfbd69307f534db9f323a8011092d661c262,1942.4674,889,2,39,2021-11-29,4ce576d9cb42820e70a2690de6218a9b1fbdafda,build_log,single,9427.3820016,1096.871,216,2,2,889,2
karaf,PR-1459,main,1,4934.0,1638214843.0,SUCCESS,80ae4361a91a60b49b71b5e4c8b8aafb1124670a,1855.6433,891,0,39,2021-11-29,4ce576d9cb42820e70a2690de6218a9b1fbdafda,build_log,single,8301.322,922.796,218,0,2,891,0
karaf,PR-1460,main,1,4885.0,1638250069.0,SUCCESS,258a1d4e0f3839f2c3d85c3ef28b07aaabd38a23,1764.7567,891,0,39,2021-11-30,3e393a9ea17bca65f78338058e02350c861af489,build_log,single,7553.782001599999,933.57,218,0,0,891,0
karaf,PR-1461,main,1,5135.0,1638250408.0,FAILURE,5a303bb488c90325968481ecca11ea242e0e1bdc,2383.2454,890,1,39,2021-11-30,3e393a9ea17bca65f78338058e02350c861af489,build_log,single,8033.394,1602.047,217,1,1,890,1
karaf,PR-1461,main,2,4697.0,1638287715.0,SUCCESS,ae8f1d3a1bdbab4158d6eb72d792adaa480f089a,1664.4083,891,0,39,2021-11-30,a4b6dbe601a088ddf2c9d460c1594475112e586c,build_log,single,7153.1720000000005,893.467,218,0,1,891,0
karaf,PR-1462,main,1,795.0,1638600734.0,FAILURE,79f0d336bd471cb87aa697e562ac95ac9deb0f58,270.62097,628,2,34,2021-12-04,7e287494b10f7e88282d74dd6fddd2f557d93dfb,build_log,single,1369.5140015999998,98.72299999999998,143,1,1,628,2
karaf,PR-1462,main,2,4210.0,1638683530.0,FAILURE,1be86d383feda9cf678e13835d4074517276cca7,1578.6891,890,1,39,2021-12-05,7e287494b10f7e88282d74dd6fddd2f557d93dfb,build_log,single,6864.272,827.8779999999999,217,1,2,890,1
karaf,PR-1463,main,1,4724.0,1638992751.0,SUCCESS,939ce7ae9f2dcd6b60ab3d42e5d58e8498b9f53e,1634.5453,891,0,39,2021-12-08,5d38a814387bc5ec75f8fba5a67a5ced35460f4b,build_log,single,7043.337,863.09,218,0,1,891,0
karaf,PR-1464,main,1,4690.0,1639069238.0,SUCCESS,d4f6a5152ae9fce33a038503dfeacfa1810ffc65,1636.2368,891,0,39,2021-12-09,5d38a814387bc5ec75f8fba5a67a5ced35460f4b,build_log,single,7114.164999199998,854.361,218,0,0,891,0
karaf,PR-1465,main,1,4818.0,1639203733.0,SUCCESS,f398ef51612872fd89420237b485fbd732d2a0c1,1665.2955,891,0,39,2021-12-11,5d38a814387bc5ec75f8fba5a67a5ced35460f4b,build_log,single,7287.8,881.9810000000001,218,0,0,891,0
karaf,PR-1466,main,1,4523.0,1639204419.0,SUCCESS,29ecd14a94a042dc49a422d00335acb25d4ec656,1481.2196,891,0,39,2021-12-11,5d38a814387bc5ec75f8fba5a67a5ced35460f4b,build_log,single,6338.581,831.077,218,0,0,891,0
karaf,PR-1467,main,2,5832.0,1639492072.0,SUCCESS,d60387378ab937fa96c63ea621dd2c02d16cce6e,2125.898,891,0,39,2021-12-14,af175045eea7652bb3d8042b8971ada136671fdf,build_log,single,9381.5440016,1145.787,218,0,0,891,0
karaf,PR-1468,main,1,6988.0,1639493068.0,SUCCESS,8e2365967f112eb2c25fc9f5330d60914d0a4077,3197.2625,891,0,39,2021-12-14,af175045eea7652bb3d8042b8971ada136671fdf,build_log,single,14843.552999999998,1765.6999999999998,218,0,0,891,0
karaf,PR-1469,karaf-4.2.x,1,5562.0,1639493827.0,FAILURE,7c59b773c44fd910c289719a89668a73db6b8f64,2679.8374,946,1,34,2021-12-14,09166279a8cdad1bff6268d26b6c8256c3e0397f,build_log,single,13243.703,1821.374,213,1,1,946,1
karaf,PR-1470,main,1,5377.0,1639571297.0,SUCCESS,b1030369f29b93ea677401a4defb8c96da17fa17,1842.658,891,0,39,2021-12-15,14a1f9251bc7d1e968d2415cf8867981f1a5676e,build_log,single,7838.010000000002,957.062,218,0,1,891,0
karaf,PR-1471,main,1,4694.0,1639895930.0,SUCCESS,d529d30721024a952b25a425e60e1a5c30324784,1657.6915,891,0,39,2021-12-19,1c5aa94254ecbf7af7bc022395dd97261bf7aaef,build_log,single,7160.288,875.081,218,0,0,891,0
karaf,PR-1472,main,1,4758.0,1640929748.0,SUCCESS,5974795c70a541e255e929fefc6b357777a35674,1647.4264,891,0,39,2021-12-31,9bb263a219c95f7903ec05c91fba7f4dd00a6952,build_log,single,7111.762999999999,857.21,218,0,0,891,0
karaf,PR-1473,main,1,4976.0,1640947770.0,SUCCESS,95f840c3b35732a5271d284502a265f6da57e8ea,1825.499,891,0,39,2021-12-31,bb3dd8932476d9487a6d4f5d15666e1643942b1e,build_log,single,7944.404,1029.257,218,0,0,891,0
karaf,PR-1474,karaf-4.2.x,1,5499.0,1641232211.0,SUCCESS,1642860925a82105642583bfa03b7ac4bf05c100,2227.0583,947,0,34,2022-01-03,1400abe3d85adc4c64c4a5cfff19106037dc4796,build_log,single,11816.5369984,1233.053,214,0,0,947,0
karaf,PR-1475,main,1,5884.0,1641308493.0,SUCCESS,b42c82ca3b9a22bd92d249a1060a1953f4188bc2,2135.8516,891,0,39,2022-01-04,13563b0dd770acd16f9a0bdfc09f3ce6d52ddd60,build_log,single,9294.719,1159.005,218,0,0,891,0
karaf,PR-1476,main,1,4891.0,1641389022.0,SUCCESS,49d743ac54c79602460eaa2533ffaee8e55f272b,1717.9769,891,0,39,2022-01-05,13563b0dd770acd16f9a0bdfc09f3ce6d52ddd60,build_log,single,7458.539,918.708,218,0,0,891,0
