project,pr_name,build_id,num_changed_files,num_addition,num_deletion,num_changed_line
activemq,PR-644,1,1,2,1,3
activemq,PR-656,1,2,227,1,228
activemq,PR-669,3,4,414,0,414
activemq,PR-679,1,3,130,13,143
activemq,PR-680,1,12,850,4,854
activemq,PR-681,1,6,128,2,130
activemq,PR-656,2,2,227,1,228
activemq,PR-700,1,1,1,32,33
activemq,PR-700,2,1,1,41,42
activemq,PR-700,3,1,1,41,42
activemq,PR-679,2,3,47,48,95
activemq,PR-714,1,9,156,71,227
activemq,PR-751,3,13,1230,0,1230
activemq,PR-751,4,13,1230,0,1230
activemq,PR-764,1,14,113,202,315
activemq,PR-771,4,2,112,9,121
activemq,PR-793,3,1,55,0,55
activemq,PR-793,4,1,55,0,55
activemq,PR-793,5,1,56,0,56
activemq,PR-798,1,1,1,1,2
activemq,PR-835,3,10,210,10,220
activemq,PR-835,4,10,210,10,220
activemq,PR-835,5,10,215,12,227
activemq,PR-835,6,10,211,8,219
activemq,PR-839,1,3,49,0,49
activemq,PR-839,2,3,49,0,49
activemq,PR-900,1,2,2,2,4
activemq,PR-848,4,35,4592,49,4641
activemq,PR-848,5,35,4592,49,4641
activemq,PR-839,3,3,49,0,49
activemq,PR-916,1,3,0,10,10
activemq,PR-771,5,2,112,9,121
activemq,PR-931,2,53,4780,93,4873
activemq,PR-931,3,53,4780,93,4873
activemq,PR-931,4,53,4782,93,4875
activemq,PR-937,1,8,61,4,65
activemq,PR-937,2,8,61,4,65
activemq,PR-937,3,5,49,0,49
activemq,PR-937,4,5,45,0,45
activemq,PR-907,2,1,173,0,173
activemq,PR-907,3,1,9,5,14
activemq,PR-947,2,2,162,3,165
activemq,PR-947,3,2,163,3,166
activemq,PR-947,4,2,163,3,166
activemq,PR-848,8,47,7566,8,7574
activemq,PR-949,1,3,96,30,126
activemq,PR-949,2,9,359,30,389
activemq,PR-949,3,10,423,30,453
activemq,PR-951,1,1,13,5,18
activemq,PR-931,5,53,4782,93,4875
activemq,PR-900,2,2,2,2,4
activemq,PR-839,4,3,49,0,49
activemq,PR-798,2,1,1,1,2
activemq,PR-793,7,1,57,0,57
activemq,PR-788,2,14,76,79,155
activemq,PR-771,6,2,112,9,121
activemq,PR-764,2,14,113,202,315
activemq,PR-714,2,9,156,71,227
activemq,PR-700,4,1,1,41,42
activemq,PR-679,3,3,47,48,95
activemq,PR-656,3,2,227,1,228
activemq,PR-644,2,1,2,1,3
activemq,PR-263,1,3,100,4,104
activemq,PR-230,1,1,121,0,121
activemq,PR-160,1,1,10,7,17
activemq,PR-126,1,1,1,12,13
activemq,PR-953,1,8,138,8,146
activemq,PR-953,2,8,138,8,146
activemq,PR-955,1,1,12,0,12
activemq,PR-956,3,1,15,5,20
activemq,PR-839,5,3,49,0,49
activemq,PR-953,3,8,144,8,152
activemq,PR-956,4,1,7,2,9
activemq,PR-950,7,9,282,144,426
activemq,PR-956,5,1,7,2,9
activemq,PR-950,8,9,284,146,430
activemq,PR-953,4,9,153,16,169
activemq,PR-957,1,2,44,0,44
activemq,PR-950,10,9,439,156,595
activemq,PR-950,11,9,439,156,595
activemq,PR-958,1,1,33,1,34
activemq,PR-900,3,2,2,2,4
activemq,PR-771,7,2,112,9,121
activemq,PR-960,1,1,11,11,22
activemq,PR-961,1,1,1,1,2
activemq,PR-962,1,1,1,1,2
activemq,PR-963,1,1,1,1,2
activemq,PR-900,4,2,2,2,4
activemq,PR-900,5,2,2,2,4
activemq,PR-964,9,3,14,14,28
activemq,PR-961,2,1,1,1,2
activemq,PR-771,8,3,113,9,122
activemq,PR-962,2,1,1,1,2
activemq,PR-962,3,1,1,1,2
activemq,PR-965,4,1,54,7,61
activemq,PR-962,4,1,1,1,2
activemq,PR-966,1,5,5,0,5
activemq,PR-962,5,1,1,1,2
activemq,PR-965,5,2,207,7,214
activemq,PR-916,3,3,1,10,11
activemq,PR-967,1,2,10922,4940,15862
activemq,PR-965,6,2,207,7,214
activemq,PR-965,7,3,212,7,219
activemq,PR-965,8,4,234,15,249
activemq,PR-970,1,1,1,1,2
activemq,PR-971,1,1,1,1,2
activemq,PR-972,1,2,3,4,7
activemq,PR-973,1,1,1,1,2
activemq,PR-974,1,1,1,1,2
activemq,PR-975,1,1,1,1,2
activemq,PR-976,1,1,1,1,2
activemq,PR-977,1,1,1,1,2
activemq,PR-969,2,12,8527,1,8528
activemq,PR-969,3,12,8527,1,8528
activemq,PR-978,1,2,68,3,71
activemq,PR-979,1,7,77,32,109
activemq,PR-979,3,8,315,37,352
activemq,PR-980,1,3,15,7,22
activemq,PR-979,4,9,332,40,372
activemq,PR-981,1,30,48,33,81
activemq,PR-982,1,3,16,2,18
activemq,PR-983,1,23,82,77,159
activemq,PR-983,2,23,82,77,159
activemq,PR-983,3,23,82,77,159
activemq,PR-984,2,2,140,4,144
activemq,PR-983,4,23,82,77,159
activemq,PR-983,5,23,82,77,159
activemq,PR-984,3,2,140,4,144
activemq,PR-968,6,4,286,13,299
activemq,PR-968,7,4,288,14,302
activemq,PR-931,6,53,4782,93,4875
activemq,PR-968,8,4,302,14,316
activemq,PR-985,1,1,1,1,2
activemq,PR-968,9,4,302,14,316
activemq,PR-986,1,6,7,7,14
activemq,PR-968,10,4,302,14,316
activemq,PR-987,1,1,1,1,2
activemq,PR-988,1,1,0,8,8
activemq,PR-987,2,1,1,1,2
activemq,PR-989,1,2,2,0,2
activemq,PR-990,1,2,8,12,20
activemq,PR-991,1,1,1,1,2
activemq,PR-992,1,1,1,1,2
activemq,PR-993,4,37,44,2675,2719
activemq,PR-993,5,37,44,2675,2719
activemq,PR-994,1,1,3,3,6
activemq,PR-998,1,7,261,90,351
activemq,PR-1000,1,1,1,1,2
activemq,PR-1001,1,1,94,0,94
activemq,PR-1002,2,39,7034,6,7040
activemq,PR-1003,1,1,1,2,3
activemq,PR-1004,1,1,11,2,13
activemq,PR-1004,2,3,124,6,130
activemq,PR-1004,3,3,120,6,126
activemq,PR-1005,4,3,74,1,75
activemq,PR-1005,5,3,74,1,75
activemq,PR-1005,6,3,74,1,75
activemq,PR-1007,1,1,11,2,13
activemq,PR-1005,7,3,74,1,75
activemq,PR-1008,1,1,1,1,2
activemq,PR-1009,1,18,0,2159,2159
activemq,PR-1010,1,1,1,1,2
activemq,PR-1011,1,1,1,1,2
activemq,PR-1010,2,1,1,1,2
activemq,PR-1010,3,1,1,1,2
activemq,PR-1012,1,1,1,1,2
activemq,PR-1013,1,5,567,52,619
activemq,PR-1014,1,5,567,52,619
activemq,PR-1015,1,1,1,1,2
activemq,PR-1016,1,1,1,1,2
activemq,PR-1017,1,1,1,1,2
activemq,PR-1018,1,1,1,1,2
activemq,PR-1019,1,1,1,1,2
activemq,PR-1020,1,1,1,1,2
activemq,PR-1021,1,1,1,1,2
activemq,PR-1022,1,1,1,1,2
activemq,PR-1023,1,1,1,1,2
activemq,PR-1024,1,1,1,1,2
activemq,PR-1025,1,1,1,1,2
activemq,PR-1026,1,1,1,1,2
activemq,PR-1027,1,1,1,1,2
activemq,PR-1028,1,1,1,1,2
activemq,PR-1029,1,1,1,1,2
activemq,PR-1030,1,1,1,1,2
activemq,PR-1020,2,1,1,1,2
activemq,PR-1026,2,1,1,1,2
activemq,PR-1026,3,1,1,1,2
activemq,PR-1025,2,1,1,1,2
activemq,PR-1030,2,1,1,1,2
activemq,PR-1025,3,1,1,1,2
activemq,PR-1020,3,1,1,1,2
activemq,PR-1017,2,1,1,1,2
activemq,PR-1031,1,1,1,0,1
activemq,PR-1032,1,1,1,1,2
activemq,PR-1033,1,1,1,1,2
activemq,PR-1031,2,1,1,0,1
activemq,PR-1034,1,1,1,1,2
activemq,PR-1035,1,5,512,0,512
activemq,PR-1036,1,4,363,0,363
activemq,PR-1034,2,1,1,1,2
activemq,PR-1036,2,4,363,0,363
activemq,PR-1034,3,1,1,1,2
activemq,PR-1036,3,4,364,0,364
activemq,PR-1037,1,1,1,1,2
activemq,PR-1037,2,1,1,1,2
activemq,PR-1038,1,1,1,1,2
activemq,PR-1001,2,1,94,0,94
hadoop,PR-375,2,1,2,2,4
hadoop,PR-2090,3,2,55,73,128
hadoop,PR-2071,3,1,3,1,4
hadoop,PR-2037,3,3,103,11,114
hadoop,PR-2028,3,14,93,2,95
hadoop,PR-2011,3,2,10,12,22
hadoop,PR-1924,3,2,40,8,48
hadoop,PR-1904,3,1,27,7,34
hadoop,PR-1892,3,2,40,4,44
hadoop,PR-1875,2,8,429,67,496
hadoop,PR-1860,3,2,19,6,25
hadoop,PR-1783,3,1,1,1,2
hadoop,PR-1769,3,3,106,3,109
hadoop,PR-1768,3,2,25,1,26
hadoop,PR-1746,3,1,32,49,81
hadoop,PR-1700,3,4,175,1,176
hadoop,PR-1663,3,1,2,2,4
hadoop,PR-1651,3,4,18,5,23
hadoop,PR-1300,3,1,69,25,94
hadoop,PR-1223,3,4,80,4,84
hadoop,PR-1137,3,1,5,3,8
hadoop,PR-1036,3,1,1,1,2
hadoop,PR-1021,3,1,1,1,2
hadoop,PR-2235,1,19,713,6,719
hadoop,PR-2235,2,19,713,6,719
hadoop,PR-2235,3,19,720,6,726
hadoop,PR-2235,4,19,719,9,728
hadoop,PR-2235,5,22,971,7,978
hadoop,PR-2082,1,4,32,3,35
hadoop,PR-2328,1,2,58,28,86
hadoop,PR-2388,1,1,22,6,28
hadoop,PR-2373,3,3,61,2,63
hadoop,PR-2403,1,2,18,2,20
hadoop,PR-2420,1,4,27,2,29
hadoop,PR-2430,1,2,68,5,73
hadoop,PR-2445,1,4,74,3,77
hadoop,PR-2446,1,2,728,724,1452
hadoop,PR-2457,1,1,18,0,18
hadoop,PR-2502,1,1,2,1,3
hadoop,PR-2558,1,1,1,2,3
hadoop,PR-2562,1,1,19,2,21
hadoop,PR-309,9,2,40,5,45
hadoop,PR-309,10,3,40,4,44
hadoop,PR-309,11,3,41,4,45
hadoop,PR-309,12,3,41,4,45
hadoop,PR-309,13,2,39,4,43
hadoop,PR-2574,1,2,188,3,191
hadoop,PR-2574,2,2,187,3,190
hadoop,PR-2573,2,3,312,24,336
hadoop,PR-2614,1,2,169,15,184
hadoop,PR-2611,2,37,203,81,284
hadoop,PR-2611,3,37,203,81,284
hadoop,PR-2611,5,41,197,81,278
hadoop,PR-2614,2,2,157,15,172
hadoop,PR-2643,3,78,122,114,236
hadoop,PR-2644,1,1,1,1,2
hadoop,PR-2640,2,5,543,13,556
hadoop,PR-2640,3,5,523,15,538
hadoop,PR-2595,2,8,119,1,120
hadoop,PR-2614,3,2,170,15,185
hadoop,PR-159,1,4,294,2,296
hadoop,PR-2695,1,16,886,93,979
hadoop,PR-2699,1,1,1,1,2
hadoop,PR-2720,1,7,286,8,294
hadoop,PR-2733,1,2,14,1,15
hadoop,PR-2737,1,1,31,1,32
hadoop,PR-2768,1,17,692,49,741
hadoop,PR-2771,1,3,193,0,193
hadoop,PR-2768,2,18,689,52,741
hadoop,PR-2768,3,18,690,52,742
hadoop,PR-2774,1,1,9,2,11
hadoop,PR-1894,6,1,6,8,14
hadoop,PR-2741,2,3,66,3,69
hadoop,PR-2798,1,1,3,1,4
hadoop,PR-2803,1,12,15,15,30
hadoop,PR-2809,1,1,8,3,11
hadoop,PR-2810,1,6,23,23,46
hadoop,PR-2737,2,1,12,1,13
hadoop,PR-2821,1,1,17,4,21
hadoop,PR-2822,1,3,6,3,9
hadoop,PR-2851,1,4,73,3,76
hadoop,PR-2878,1,1,14,6,20
hadoop,PR-2887,1,1,16,1,17
hadoop,PR-2888,1,1,64,31,95
hadoop,PR-2897,1,1,33,3,36
hadoop,PR-2904,2,13,114,11,125
hadoop,PR-2737,3,1,11,1,12
hadoop,PR-2737,4,3,37,1,38
hadoop,PR-2737,5,3,36,1,37
hadoop,PR-2916,1,1,1,4,5
hadoop,PR-1659,1,3,9,9,18
hadoop,PR-2542,1,1,4,4,8
hadoop,PR-2816,5,7,210,17,227
hadoop,PR-2816,6,7,187,17,204
hadoop,PR-2964,2,14,184,93,277
hadoop,PR-2966,1,1,2,0,2
hadoop,PR-2964,3,16,625,156,781
hadoop,PR-2964,4,16,625,156,781
hadoop,PR-2984,1,1,4,2,6
hadoop,PR-2987,1,1,80,35,115
hadoop,PR-2988,1,1,1,1,2
hadoop,PR-2966,3,2,59,3,62
hadoop,PR-2992,1,6,75,7,82
hadoop,PR-2993,1,2,40,3,43
hadoop,PR-2822,2,3,6,3,9
hadoop,PR-2993,2,2,40,3,43
hadoop,PR-2542,2,1,4,4,8
hadoop,PR-2541,2,1,8,0,8
hadoop,PR-2981,7,3,277,3,280
hadoop,PR-2981,8,3,278,3,281
hadoop,PR-2981,9,3,278,3,281
hadoop,PR-2981,10,3,278,3,281
hadoop,PR-2981,11,3,279,3,282
hadoop,PR-2987,2,5,283,40,323
hadoop,PR-2987,3,5,283,40,323
hadoop,PR-2966,4,1,57,3,60
hadoop,PR-2496,1,3,20,2,22
hadoop,PR-3019,1,1,4,1,5
hadoop,PR-3019,2,5,55,11,66
hadoop,PR-3019,3,6,57,11,68
hadoop,PR-3022,1,1,4,2,6
hadoop,PR-2513,1,190,19647,0,19647
hadoop,PR-2809,2,1,8,3,11
hadoop,PR-3029,1,2,2,2,4
hadoop,PR-3046,1,1,30,28,58
hadoop,PR-3047,2,1,4,3,7
hadoop,PR-2951,1,1,5,0,5
hadoop,PR-2948,1,2,30,2,32
hadoop,PR-3048,3,1,8,6,14
hadoop,PR-2816,7,9,230,17,247
hadoop,PR-3076,1,2,62,0,62
hadoop,PR-3089,1,1,16,28,44
hadoop,PR-3092,1,2,43,8,51
hadoop,PR-3094,1,1,67,0,67
hadoop,PR-3094,2,1,67,0,67
hadoop,PR-3091,2,3,91,32,123
hadoop,PR-3105,1,2,221,8,229
hadoop,PR-2816,8,9,238,17,255
hadoop,PR-2816,9,9,248,17,265
hadoop,PR-3105,2,2,239,8,247
hadoop,PR-3105,3,2,206,8,214
hadoop,PR-3105,4,2,206,8,214
hadoop,PR-3108,1,4,288,76,364
hadoop,PR-3108,2,4,290,77,367
hadoop,PR-3076,2,2,65,0,65
hadoop,PR-1953,6,16,49,39,88
hadoop,PR-3086,5,6,152,69,221
hadoop,PR-3086,6,6,162,80,242
hadoop,PR-3143,1,1,8,3,11
hadoop,PR-3143,2,1,6,4,10
hadoop,PR-3143,3,1,5,3,8
hadoop,PR-3154,1,4,106,1,107
hadoop,PR-3023,1,4,47,5,52
hadoop,PR-3157,1,2,54,34,88
hadoop,PR-1722,1,1,0,35,35
hadoop,PR-3157,2,2,54,35,89
hadoop,PR-3076,3,2,68,0,68
hadoop,PR-3162,1,1,2,2,4
hadoop,PR-2260,10,11,380,73,453
hadoop,PR-2260,11,11,379,72,451
hadoop,PR-3216,1,3,39,0,39
hadoop,PR-3216,2,3,39,0,39
hadoop,PR-3218,1,7,338,45,383
hadoop,PR-3216,3,3,39,0,39
hadoop,PR-3391,1,1,10,0,10
hadoop,PR-2552,1,6,272,5,277
hadoop,PR-3381,2,3,137,70,207
hadoop,PR-3391,2,1,12,0,12
hadoop,PR-3381,3,3,137,70,207
hadoop,PR-2611,6,41,197,81,278
hadoop,PR-3463,1,1,2,2,4
hadoop,PR-1710,1,1,11,9,20
hadoop,PR-881,1,15,368,12,380
hadoop,PR-3415,2,2,43,8,51
hadoop,PR-3502,1,1,1,0,1
hadoop,PR-1,1,1,21,22,43
hadoop,PR-881,2,15,368,12,380
hadoop,PR-1997,1,1,4,4,8
hadoop,PR-3442,1,7,174,47,221
hadoop,PR-1751,1,3,66,2,68
hadoop,PR-1747,1,5,339,99,438
hadoop,PR-3071,1,6,48,91,139
hadoop,PR-2547,1,2,8,1,9
hadoop,PR-848,1,1,2,0,2
hadoop,PR-3215,1,16,240,133,373
hadoop,PR-2919,1,4,104,37,141
hadoop,PR-1751,2,3,66,2,68
hadoop,PR-3215,2,16,240,133,373
hadoop,PR-3215,3,16,240,133,373
hadoop,PR-376,1,1,2,2,4
hadoop,PR-3539,1,24,634,24,658
hadoop,PR-1971,1,2,40,1,41
hadoop,PR-3556,1,2,3,3,6
hadoop,PR-1271,1,4,83,4,87
hadoop,PR-341,1,2,445,0,445
hadoop,PR-3586,1,1,13,10,23
hadoop,PR-2631,1,34,450,165,615
hadoop,PR-3612,3,9,910,0,910
hadoop,PR-3634,1,3,11,6,17
hadoop,PR-3649,1,1,1,1,2
hadoop,PR-3650,1,6,44,1,45
hadoop,PR-3656,1,1,2,0,2
hadoop,PR-3649,2,1,2,1,3
hadoop,PR-2912,1,2,149,1,150
hadoop,PR-3649,3,1,2,1,3
hadoop,PR-2917,1,1,1,1,2
hadoop,PR-3701,1,1,12,3,15
hadoop,PR-3705,1,2,35,6,41
hadoop,PR-3703,2,2,9,3,12
hadoop,PR-3445,6,23,233,63,296
hadoop,PR-3703,3,2,10,3,13
hadoop,PR-3445,7,23,232,62,294
hadoop,PR-3703,4,2,10,3,13
hadoop,PR-3750,1,1,1,1,2
hadoop,PR-3751,1,1,10,10,20
hadoop,PR-3758,1,5,151,7,158
hadoop,PR-3778,1,3,117,3,120
hadoop,PR-3778,2,5,138,3,141
hadoop,PR-3781,1,3,316,1,317
hadoop,PR-3782,1,1,3,1,4
hadoop,PR-3787,1,1,2,1,3
hadoop,PR-3788,1,1,2,2,4
hadoop,PR-3650,2,8,46,3,49
hadoop,PR-3778,3,5,138,3,141
hadoop,PR-3778,4,5,146,3,149
hadoop,PR-3782,2,1,3,1,4
hadoop,PR-3818,1,1,62,26,88
hadoop,PR-3743,3,13,221,0,221
hadoop,PR-3797,3,4,685,8,693
hadoop,PR-3818,2,1,65,27,92
hadoop,PR-3586,2,1,13,10,23
hadoop,PR-3830,1,1,1,1,2
hadoop,PR-3834,1,1,1,1,2
hadoop,PR-3840,1,29,1574,10,1584
hadoop,PR-3862,1,1,1,1,2
hadoop,PR-3155,1,21,302,10,312
hadoop,PR-2549,2,8,447,21,468
hadoop,PR-3754,5,4,478,1,479
hadoop,PR-3754,6,4,488,1,489
hadoop,PR-3754,7,4,488,1,489
hadoop,PR-3186,1,3,32,0,32
hadoop,PR-3901,1,7,29,3,32
hadoop,PR-3909,1,5,218,133,351
hadoop,PR-3914,1,1,1,1,2
hadoop,PR-3928,1,1,18,1,19
hadoop,PR-3935,1,1,16,5,21
hadoop,PR-3937,1,1,1,1,2
hadoop,PR-3907,3,2,91,55,146
hadoop,PR-3935,3,3,64,22,86
hadoop,PR-2239,1,2,11,1,12
hadoop,PR-2199,1,6,11,11,22
hadoop,PR-1446,1,9,617,7,624
hadoop,PR-1480,1,2,87,8,95
hadoop,PR-1380,1,1,1,1,2
hadoop,PR-3928,2,1,15,12,27
hadoop,PR-1412,1,1,1,4,5
hadoop,PR-3760,3,16,771,19,790
hadoop,PR-3754,8,4,488,1,489
hadoop,PR-297,1,1,2,2,4
hadoop,PR-285,1,1,3,5,8
hadoop,PR-277,1,1,1,1,2
hadoop,PR-16,1,3,5,5,10
hadoop,PR-3906,7,30,166,56,222
hadoop,PR-3709,1,1,1,1,2
hadoop,PR-3702,1,6,102,0,102
hadoop,PR-3469,1,1,5,3,8
hadoop,PR-3380,1,1,2,0,2
hadoop,PR-3170,1,5,125,15,140
hadoop,PR-3196,1,9,210,42,252
hadoop,PR-3754,9,4,488,1,489
hadoop,PR-3760,5,16,721,20,741
hadoop,PR-3760,6,16,733,19,752
hadoop,PR-2550,1,1,11,9,20
hadoop,PR-3702,2,7,130,0,130
hadoop,PR-3760,7,16,733,19,752
hadoop,PR-3959,4,2,78,1,79
hadoop,PR-3959,5,2,72,1,73
hadoop,PR-3702,3,7,120,0,120
hadoop,PR-3959,6,2,90,1,91
hadoop,PR-3959,7,2,89,1,90
hadoop,PR-3702,4,7,119,0,119
hadoop,PR-3966,1,20,1516,241,1757
hadoop,PR-3972,2,2,8,1,9
hadoop,PR-3448,1,2,204,194,398
hadoop,PR-3981,1,1,17,19,36
hadoop,PR-3982,1,1,2,2,4
hadoop,PR-3983,1,1,7,0,7
hadoop,PR-3979,3,3,17,2,19
hadoop,PR-3983,2,1,6,0,6
hadoop,PR-3983,3,1,6,0,6
hadoop,PR-3953,8,2,19,5,24
hadoop,PR-3966,2,18,1538,261,1799
hadoop,PR-3909,3,5,237,133,370
hadoop,PR-3470,13,32,2907,226,3133
hadoop,PR-3997,1,1,1,2,3
hadoop,PR-4005,1,8,637,3,640
hadoop,PR-3939,4,9,208,16,224
hadoop,PR-3905,2,2,22,18,40
hadoop,PR-4007,1,1,2,4,6
hadoop,PR-3966,3,18,5064,198,5262
hadoop,PR-4016,1,1,1,1,2
hadoop,PR-4017,1,1,3,1,4
hadoop,PR-3905,3,2,23,18,41
hadoop,PR-4016,2,1,1,1,2
hadoop,PR-4030,1,1,18,6,24
hadoop,PR-4033,2,1,8,2,10
hadoop,PR-3935,4,3,76,43,119
hadoop,PR-4030,2,1,22,6,28
hadoop,PR-3966,4,21,5727,273,6000
hadoop,PR-4043,1,1,5,2,7
hadoop,PR-3966,5,23,2253,279,2532
hadoop,PR-4042,2,4,95,6,101
hadoop,PR-4010,5,19,125,9,134
hadoop,PR-4059,1,5,307,12,319
hadoop,PR-3885,6,33,482,125,607
hadoop,PR-4071,1,1,11,6,17
hadoop,PR-4070,2,1,78,0,78
hadoop,PR-4070,3,1,96,0,96
hadoop,PR-4070,4,2,104,0,104
hadoop,PR-4070,5,2,107,0,107
hadoop,PR-3927,7,6,110,1,111
hadoop,PR-4070,6,2,109,0,109
hadoop,PR-3927,8,6,138,1,139
hadoop,PR-3927,9,6,136,1,137
hadoop,PR-4087,1,2,9,1,10
hadoop,PR-4089,1,1,2,2,4
hadoop,PR-4093,1,2,27,1,28
hadoop,PR-4093,2,2,30,0,30
hadoop,PR-4095,1,11,333,33,366
hadoop,PR-4098,1,11,176,10,186
hadoop,PR-4096,1,14,265,7,272
hadoop,PR-4097,1,13,313,0,313
hadoop,PR-4080,2,3,230,11,241
hadoop,PR-4118,1,13,161,5,166
hadoop,PR-3703,5,3,9,2,11
hadoop,PR-3703,6,3,9,2,11
hadoop,PR-2358,1,5,6,17,23
hadoop,PR-4096,2,17,303,8,311
hadoop,PR-4137,1,5,24,1,25
hadoop,PR-4160,1,1,1,1,2
hadoop,PR-4087,2,2,9,1,10
hadoop,PR-4171,1,6,200,26,226
hadoop,PR-4171,2,6,200,26,226
hadoop,PR-4088,5,2,21,3,24
hadoop,PR-4180,1,6,334,2,336
hadoop,PR-4180,5,7,333,2,335
hadoop,PR-4174,3,5,96,2,98
hadoop,PR-4201,1,4,49,3,52
hadoop,PR-4204,1,2,2,2,4
hadoop,PR-4006,8,6,663,19,682
hadoop,PR-3987,4,5,184,30,214
hadoop,PR-4209,1,1,6,4,10
hadoop,PR-3976,12,6,78,13,91
hadoop,PR-4207,3,5,215,18,233
hadoop,PR-4230,2,1,15,6,21
hadoop,PR-4233,1,3,14,11,25
hadoop,PR-3886,5,1,6,0,6
hadoop,PR-4230,3,1,15,6,21
hadoop,PR-4160,2,2,22,1,23
hadoop,PR-4198,5,2,36,16,52
hadoop,PR-4230,4,1,15,6,21
hadoop,PR-4171,3,6,200,26,226
hadoop,PR-4243,2,1,5,1,6
hadoop,PR-4201,2,4,62,3,65
hadoop,PR-4261,1,32,2807,54,2861
hadoop,PR-4261,2,35,2837,65,2902
hadoop,PR-4269,1,2,183,0,183
hadoop,PR-4269,2,2,200,0,200
hadoop,PR-4278,1,4,118,0,118
hadoop,PR-4295,1,2,115,1,116
hadoop,PR-3662,3,10,130,18,148
hadoop,PR-3344,3,5,86,35,121
hadoop,PR-3335,7,9,615,363,978
hadoop,PR-4307,1,15,644,13,657
hadoop,PR-4307,2,14,661,7,668
hadoop,PR-4307,3,14,667,10,677
hadoop,PR-4307,4,14,692,10,702
hadoop,PR-4322,1,3,35,0,35
hadoop,PR-4322,2,3,35,0,35
hadoop,PR-4178,9,2,14,3,17
hadoop,PR-4198,6,3,41,12,53
hadoop,PR-4198,7,3,40,11,51
hadoop,PR-4198,8,3,39,10,49
hadoop,PR-4198,9,4,47,10,57
hadoop,PR-4219,3,1,1,1,2
hadoop,PR-4359,1,6,137,48,185
hadoop,PR-4349,2,60,145,63,208
hadoop,PR-4349,3,60,150,64,214
hadoop,PR-4307,5,14,688,7,695
hadoop,PR-4361,1,1,1,1,2
hadoop,PR-4349,4,61,151,64,215
hadoop,PR-4349,5,62,153,65,218
hadoop,PR-4349,6,61,152,65,217
hadoop,PR-4376,1,1,15,22,37
hadoop,PR-4377,1,2,12,2,14
hadoop,PR-4363,4,10,140,5,145
hadoop,PR-4363,5,10,140,5,145
hadoop,PR-4363,6,10,140,5,145
hadoop,PR-4363,8,11,161,5,166
hadoop,PR-4407,1,1,10,2,12
hadoop,PR-4269,3,2,199,0,199
hadoop,PR-4420,4,4,100,6,106
hadoop,PR-4420,5,4,110,6,116
hadoop,PR-4435,1,1,24,0,24
hadoop,PR-4435,2,1,26,0,26
hadoop,PR-4437,1,1,7,3,10
hadoop,PR-316,5,6,241,468,709
hadoop,PR-4443,1,8,93,13,106
hadoop,PR-4377,2,2,13,2,15
hadoop,PR-4443,2,8,91,14,105
hadoop,PR-4450,1,23,497,24,521
hadoop,PR-4453,1,18,0,74,74
hadoop,PR-4453,2,18,1,75,76
hadoop,PR-4460,4,9,17,24,41
hadoop,PR-4460,5,9,17,24,41
hadoop,PR-4465,1,1,9,0,9
hadoop,PR-4460,6,9,17,24,41
hadoop,PR-4460,7,9,17,24,41
hadoop,PR-4460,8,9,17,24,41
hadoop,PR-4270,9,10,477,18,495
hadoop,PR-4471,1,1,57,0,57
hadoop,PR-4270,10,10,463,19,482
hadoop,PR-4270,11,11,465,19,484
hadoop,PR-4467,4,5,89,14,103
hadoop,PR-4467,5,5,89,14,103
hadoop,PR-4467,6,5,89,14,103
hadoop,PR-4450,2,23,498,24,522
hadoop,PR-4450,3,23,498,24,522
hadoop,PR-2723,3,10,962,0,962
hadoop,PR-3959,8,2,89,1,90
hadoop,PR-4450,4,23,498,24,522
hadoop,PR-4450,5,24,503,24,527
hadoop,PR-4506,1,7,50,1,51
hadoop,PR-3022,2,3,117,2,119
hadoop,PR-4509,1,1,0,1,1
hadoop,PR-4512,1,4,102,1,103
hadoop,PR-4512,2,4,107,1,108
hadoop,PR-4519,1,16,896,129,1025
hadoop,PR-4522,1,19,37,35,72
hadoop,PR-4519,2,16,906,131,1037
hadoop,PR-4519,3,17,908,131,1039
hadoop,PR-4519,4,17,910,132,1042
hadoop,PR-4528,2,4,6,6,12
hadoop,PR-4519,5,17,909,131,1040
hadoop,PR-4533,1,2,27,7,34
hadoop,PR-4539,1,3,8,2,10
hadoop,PR-4556,1,2,2,4,6
hadoop,PR-4558,1,1,16,16,32
hadoop,PR-4565,1,2,45,140,185
hadoop,PR-4270,12,11,454,19,473
hadoop,PR-4568,1,2,50,13,63
hadoop,PR-4568,2,2,52,15,67
hadoop,PR-4575,1,5,51,5,56
hadoop,PR-4558,2,1,87,71,158
hadoop,PR-4577,1,2,13,0,13
hadoop,PR-4598,1,1,1,1,2
hadoop,PR-4602,1,1,1,1,2
hadoop,PR-4604,1,1,41,17,58
hadoop,PR-4609,1,1,1,1,2
hadoop,PR-4612,1,147,4549,5275,9824
hadoop,PR-3512,1,2,107,4,111
hadoop,PR-4604,2,1,38,17,55
hadoop,PR-4621,1,2,99,11,110
hadoop,PR-4623,1,4,39,9,48
hadoop,PR-4621,2,2,99,11,110
hadoop,PR-4630,1,1,1,1,2
hadoop,PR-4638,1,43,4111,2052,6163
hadoop,PR-4640,1,45,810,0,810
hadoop,PR-4644,1,5,58,5,63
hadoop,PR-4648,1,2,6,2,8
hadoop,PR-4663,1,1,2,1,3
hadoop,PR-4665,1,5,58,1,59
