project,pr_name,build_id,num_changed_files,num_addition,num_deletion,num_changed_line
kafka,PR-11676,24,46,1308,142,1450
kafka,PR-11424,15,66,939,299,1238
kafka,PR-11424,16,66,939,299,1238
kafka,PR-11609,9,17,449,239,688
kafka,PR-11686,8,10,311,294,605
kafka,PR-11390,39,43,2169,199,2368
kafka,PR-11609,10,17,453,241,694
kafka,PR-11686,9,10,311,294,605
kafka,PR-10851,27,19,1104,158,1262
kafka,PR-10851,28,19,1107,158,1265
kafka,PR-11682,9,41,376,132,508
kafka,PR-11390,40,43,2212,232,2444
kafka,PR-11682,10,41,414,132,546
kafka,PR-11706,1,1,1,1,2
kafka,PR-11390,41,43,2212,232,2444
kafka,PR-11707,1,1,24,0,24
kafka,PR-11703,5,7,49,113,162
kafka,PR-11708,1,1,1,1,2
kafka,PR-11609,11,17,454,244,698
kafka,PR-11709,1,1,1,1,2
kafka,PR-11676,26,46,1302,143,1445
kafka,PR-11345,32,14,118,38,156
kafka,PR-11710,1,1,8,8,16
kafka,PR-11455,4,4,23,9,32
kafka,PR-11711,1,2,44,5,49
kafka,PR-11455,5,4,27,7,34
kafka,PR-11609,14,19,627,283,910
kafka,PR-11694,3,4,31,30,61
kafka,PR-11584,4,3,103,17,120
kafka,PR-10851,29,19,1107,158,1265
kafka,PR-11695,2,2,138,15,153
kafka,PR-11682,11,44,438,135,573
kafka,PR-11599,3,7,41,9,50
kafka,PR-11702,3,10,115,18,133
kafka,PR-11686,12,10,314,298,612
kafka,PR-11712,1,4,157,4,161
kafka,PR-11713,1,4,17,18,35
kafka,PR-11584,5,3,103,17,120
kafka,PR-11508,3,3,151,2,153
kafka,PR-11714,1,3,81,8,89
kafka,PR-11682,13,45,441,127,568
kafka,PR-11705,4,21,617,122,739
kafka,PR-11705,5,20,624,98,722
kafka,PR-11705,6,20,951,98,1049
kafka,PR-11682,14,45,428,127,555
kafka,PR-11447,6,26,1077,152,1229
kafka,PR-11705,7,20,951,98,1049
kafka,PR-11715,1,1,2,2,4
kafka,PR-11691,10,19,284,114,398
kafka,PR-11693,2,9,185,187,372
kafka,PR-11716,3,14,2519,6,2525
kafka,PR-11382,8,5,90,9,99
kafka,PR-11676,27,26,1156,167,1323
kafka,PR-11676,28,30,1281,190,1471
kafka,PR-11716,4,14,2519,6,2525
kafka,PR-11717,1,2,0,6,6
kafka,PR-11599,4,7,42,9,51
kafka,PR-11382,9,5,94,11,105
kafka,PR-7898,25,89,2108,1485,3593
kafka,PR-10244,11,24,283,84,367
kafka,PR-7898,26,89,2108,1485,3593
kafka,PR-11345,35,14,119,38,157
kafka,PR-11424,17,66,966,297,1263
kafka,PR-11345,36,14,119,38,157
kafka,PR-11691,14,19,285,121,406
kafka,PR-11718,1,1,0,2,2
kafka,PR-10851,30,20,1264,173,1437
kafka,PR-11718,2,1,2,4,6
kafka,PR-11718,3,2,46,5,51
kafka,PR-11718,4,2,45,5,50
kafka,PR-11691,15,14,274,120,394
kafka,PR-11691,16,15,281,120,401
kafka,PR-11390,42,43,2218,237,2455
kafka,PR-11719,1,1,1,1,2
kafka,PR-11720,1,2,15,5,20
kafka,PR-11691,17,15,281,120,401
kafka,PR-11719,2,1,1,1,2
kafka,PR-11721,1,3,150,12,162
kafka,PR-11722,1,1,78,65,143
kafka,PR-11723,1,1,1,3,4
kafka,PR-11718,5,2,45,5,50
kafka,PR-11575,4,2,177,6,183
kafka,PR-11599,5,9,48,14,62
kafka,PR-11695,3,2,138,15,153
kafka,PR-11690,2,2,99,1,100
kafka,PR-11725,1,30,434,101,535
kafka,PR-11390,43,45,2514,239,2753
kafka,PR-11599,6,9,48,14,62
kafka,PR-11695,4,2,137,15,152
kafka,PR-11690,3,2,99,1,100
kafka,PR-11599,7,9,48,14,62
kafka,PR-11725,2,30,437,101,538
kafka,PR-11726,1,1,2,2,4
kafka,PR-11726,2,2,62,4,66
kafka,PR-7898,29,90,2116,1491,3607
kafka,PR-11656,3,1,3,3,6
kafka,PR-11727,1,1,3,3,6
kafka,PR-11689,6,4,62,6,68
kafka,PR-11729,1,1,1,1,2
kafka,PR-11677,3,71,1617,439,2056
kafka,PR-11721,4,3,158,12,170
kafka,PR-11677,4,70,1614,439,2053
kafka,PR-11730,1,3,32,3,35
kafka,PR-11730,2,2,3,3,6
kafka,PR-11390,44,45,2514,239,2753
kafka,PR-11726,3,2,58,4,62
kafka,PR-11390,45,45,2518,243,2761
kafka,PR-10851,31,20,1264,173,1437
kafka,PR-11688,3,14,301,81,382
kafka,PR-11672,3,15,1440,1787,3227
kafka,PR-11721,5,3,193,12,205
kafka,PR-11732,1,1,251,167,418
kafka,PR-11722,2,1,78,64,142
kafka,PR-11691,18,15,311,120,431
kafka,PR-11631,2,1,4,6,10
kafka,PR-10525,5,2,45,4,49
kafka,PR-11720,2,2,15,5,20
kafka,PR-11705,8,20,937,81,1018
kafka,PR-11705,9,19,936,80,1016
kafka,PR-11306,8,3,22,22,44
kafka,PR-11306,9,6,27,27,54
kafka,PR-11694,4,4,31,30,61
kafka,PR-11649,5,43,3244,63,3307
kafka,PR-11734,1,6,43,23,66
kafka,PR-11691,19,15,313,121,434
kafka,PR-11735,1,1,1,1,2
kafka,PR-11691,20,15,313,121,434
kafka,PR-11469,2,2,11,1,12
kafka,PR-11631,3,4,29,10,39
kafka,PR-11721,8,3,165,12,177
kafka,PR-11722,4,1,85,64,149
kafka,PR-11631,4,4,75,147,222
kafka,PR-11631,5,4,74,147,221
kafka,PR-11631,6,4,74,147,221
kafka,PR-11376,3,2,27,7,34
kafka,PR-11736,1,4,14,460,474
kafka,PR-11721,9,3,163,12,175
kafka,PR-11306,10,6,27,27,54
kafka,PR-10525,6,2,45,4,49
kafka,PR-11733,4,61,1102,590,1692
kafka,PR-10525,7,2,45,4,49
kafka,PR-11306,11,6,27,27,54
kafka,PR-11733,5,61,1098,590,1688
kafka,PR-11209,2,7,1168,87,1255
kafka,PR-11306,12,6,27,27,54
kafka,PR-11209,3,7,1212,87,1299
kafka,PR-10525,8,2,46,4,50
kafka,PR-11737,1,1,6,50,56
kafka,PR-11306,14,6,27,27,54
kafka,PR-11677,5,76,1707,907,2614
kafka,PR-11306,15,6,27,27,54
kafka,PR-11649,8,44,3660,263,3923
kafka,PR-11644,2,2,24,10,34
kafka,PR-11340,25,7,184,37,221
kafka,PR-11667,2,4,57,14,71
kafka,PR-11739,1,2,40,33,73
kafka,PR-11740,1,1,1,1,2
kafka,PR-11667,3,5,59,16,75
kafka,PR-11739,2,2,40,33,73
kafka,PR-10265,5,14,1122,8,1130
kafka,PR-11741,1,2,85,78,163
kafka,PR-11737,2,1,6,8,14
kafka,PR-10265,6,14,1122,8,1130
kafka,PR-11741,2,1,45,45,90
kafka,PR-11649,9,44,3681,263,3944
kafka,PR-11340,26,7,184,37,221
kafka,PR-11742,1,2,45,4,49
kafka,PR-11655,3,3,58,24,82
kafka,PR-11688,4,15,336,85,421
kafka,PR-11743,1,3,59,59,118
kafka,PR-11744,1,1,1,1,2
kafka,PR-11688,5,15,336,85,421
kafka,PR-11672,4,15,1440,1787,3227
kafka,PR-11742,2,2,45,4,49
kafka,PR-11667,4,7,110,24,134
kafka,PR-11688,6,15,335,85,420
kafka,PR-11688,7,15,335,85,420
kafka,PR-11743,2,3,59,59,118
kafka,PR-11673,3,19,813,997,1810
kafka,PR-11688,8,15,335,85,420
kafka,PR-11744,2,1,1,1,2
kafka,PR-11743,3,3,59,59,118
kafka,PR-11673,4,19,812,997,1809
kafka,PR-11534,4,54,591,675,1266
kafka,PR-11744,3,1,2,1,3
kafka,PR-11742,3,2,47,5,52
kafka,PR-11745,1,6,130,20,150
kafka,PR-11534,5,54,591,675,1266
kafka,PR-11742,4,2,47,5,52
kafka,PR-11546,3,1,7,0,7
kafka,PR-11667,5,7,109,24,133
kafka,PR-11655,4,3,46,16,62
kafka,PR-11603,6,2,59,1,60
kafka,PR-11616,5,8,38,34,72
kafka,PR-11534,6,54,592,676,1268
kafka,PR-11674,3,4,799,982,1781
kafka,PR-11616,6,7,36,32,68
kafka,PR-11492,2,1,5,2,7
kafka,PR-11746,1,1,1,1,2
kafka,PR-11492,3,4,25,19,44
kafka,PR-11688,9,15,344,84,428
kafka,PR-11558,2,1,5,5,10
kafka,PR-11747,1,12,88,76,164
kafka,PR-11584,7,5,150,37,187
kafka,PR-11732,2,1,253,168,421
kafka,PR-11478,9,6,100,10,110
kafka,PR-11747,2,13,141,76,217
kafka,PR-11616,7,7,36,32,68
kafka,PR-11534,7,54,592,676,1268
kafka,PR-11616,8,7,36,32,68
kafka,PR-11667,6,9,129,46,175
kafka,PR-11688,10,15,350,84,434
kafka,PR-11688,11,15,350,84,434
kafka,PR-11747,3,13,155,90,245
kafka,PR-11745,3,6,124,20,144
kafka,PR-11748,1,8,856,790,1646
kafka,PR-11749,1,10,23,33,56
kafka,PR-11748,2,7,147,81,228
kafka,PR-11667,7,10,135,54,189
kafka,PR-11603,9,2,50,1,51
kafka,PR-11616,9,7,38,34,72
kafka,PR-11667,8,10,128,52,180
kafka,PR-11616,10,7,38,34,72
kafka,PR-11751,1,1,4,3,7
kafka,PR-11750,3,5,123,23,146
kafka,PR-11746,2,1,1,1,2
kafka,PR-11746,3,1,1,0,1
kafka,PR-11753,1,6,87,72,159
kafka,PR-11688,12,15,350,85,435
kafka,PR-10832,2,1,6,6,12
kafka,PR-10851,32,20,1264,173,1437
kafka,PR-11579,6,2,21,2,23
kafka,PR-11755,1,1,4,4,8
kafka,PR-11751,2,1,4,3,7
kafka,PR-11756,1,76,181,251,432
kafka,PR-11757,1,1,19,0,19
kafka,PR-11751,3,1,4,3,7
kafka,PR-11757,2,1,19,0,19
kafka,PR-11758,1,1,5,3,8
kafka,PR-11759,1,1,105,8,113
kafka,PR-11759,2,1,109,10,119
kafka,PR-11667,9,10,128,52,180
kafka,PR-11667,10,11,130,52,182
kafka,PR-11667,11,11,130,52,182
kafka,PR-11760,1,4,182,48,230
kafka,PR-11761,1,1,15,0,15
kafka,PR-11754,2,1,7,15,22
kafka,PR-11762,1,1,9,3,12
kafka,PR-11763,1,1,0,2,2
kafka,PR-11764,1,1,1,1,2
kafka,PR-11616,11,7,41,34,75
kafka,PR-11752,2,5,34,47,81
kafka,PR-11750,6,7,166,58,224
kafka,PR-11762,2,1,9,3,12
kafka,PR-11766,1,6,5,175,180
kafka,PR-10907,18,122,11583,1884,13467
kafka,PR-11755,2,1,4,4,8
kafka,PR-11767,1,1,4,2,6
kafka,PR-11768,1,1,1,1,2
kafka,PR-11769,1,1,0,2,2
kafka,PR-11751,4,1,6,5,11
kafka,PR-11763,2,1,0,3,3
kafka,PR-10851,33,17,1264,130,1394
kafka,PR-11756,2,76,181,246,427
kafka,PR-10851,34,16,1258,123,1381
kafka,PR-11751,5,1,6,5,11
kafka,PR-11770,1,1,1,1,2
kafka,PR-11756,3,76,180,245,425
kafka,PR-11758,2,1,5,3,8
kafka,PR-11677,6,77,1732,914,2646
kafka,PR-11752,5,4,4,26,30
kafka,PR-11575,5,2,177,6,183
kafka,PR-11677,7,77,1778,928,2706
kafka,PR-11752,6,4,4,26,30
kafka,PR-11760,2,4,182,48,230
kafka,PR-11773,1,6,234,13,247
kafka,PR-11774,1,3,158,0,158
kafka,PR-11775,1,14,763,37,800
kafka,PR-11772,2,2,14,1,15
kafka,PR-11776,1,17,1196,102,1298
kafka,PR-11777,1,34,606,49,655
kafka,PR-11778,1,43,1385,164,1549
kafka,PR-11779,1,84,3704,417,4121
kafka,PR-11780,1,44,5638,1350,6988
kafka,PR-11781,1,48,6938,1417,8355
kafka,PR-11782,1,111,11334,1845,13179
kafka,PR-11783,1,116,11519,1895,13414
kafka,PR-11752,7,4,4,26,30
kafka,PR-11575,6,2,183,13,196
kafka,PR-11493,5,2,175,61,236
kafka,PR-11752,8,4,4,26,30
kafka,PR-10682,4,1,23,18,41
kafka,PR-11738,5,17,433,299,732
kafka,PR-11780,2,45,5640,1351,6991
kafka,PR-11781,2,49,6940,1418,8358
kafka,PR-11782,2,112,11336,1846,13182
kafka,PR-11783,2,117,11521,1896,13417
kafka,PR-11760,3,4,207,62,269
kafka,PR-11785,2,1,1,3,4
kafka,PR-11786,2,2,16,5,21
kafka,PR-10851,35,16,1237,121,1358
kafka,PR-10851,36,16,1237,121,1358
kafka,PR-11790,2,67,447,366,813
kafka,PR-11790,3,67,438,422,860
kafka,PR-11791,2,3,142,6,148
kafka,PR-11792,2,2,150,70,220
kafka,PR-11788,2,4,95,56,151
kafka,PR-11793,1,1,1,1,2
kafka,PR-11493,6,2,266,61,327
kafka,PR-11493,7,2,236,71,307
kafka,PR-11794,1,1,4,0,4
kafka,PR-11493,8,2,236,71,307
kafka,PR-10851,37,16,1296,121,1417
kafka,PR-11493,9,2,236,71,307
kafka,PR-10851,38,16,1295,121,1416
kafka,PR-11572,6,25,702,338,1040
kafka,PR-11572,7,25,702,338,1040
kafka,PR-11788,3,4,97,58,155
kafka,PR-11390,48,45,2520,267,2787
kafka,PR-11575,7,2,181,13,194
kafka,PR-11705,11,19,961,92,1053
kafka,PR-11575,8,2,200,17,217
kafka,PR-11795,2,3,29,18,47
kafka,PR-10851,39,16,1308,121,1429
kafka,PR-11575,9,2,200,21,221
kafka,PR-11733,6,60,1188,648,1836
kafka,PR-10851,40,16,1308,121,1429
kafka,PR-10851,41,16,1297,121,1418
kafka,PR-11733,8,61,1278,648,1926
kafka,PR-11791,3,3,142,6,148
kafka,PR-11493,10,2,236,71,307
kafka,PR-11787,3,6,297,8,305
kafka,PR-11791,4,3,145,6,151
kafka,PR-11797,1,6,252,14,266
kafka,PR-11790,4,70,442,445,887
kafka,PR-11791,6,4,153,8,161
kafka,PR-11788,4,4,96,58,154
kafka,PR-11791,8,4,158,8,166
kafka,PR-11787,4,6,298,8,306
kafka,PR-11787,5,6,303,13,316
kafka,PR-10851,42,16,1448,121,1569
kafka,PR-11499,3,1,69,0,69
kafka,PR-10851,43,16,1448,121,1569
kafka,PR-10851,44,16,1447,121,1568
kafka,PR-11733,9,61,1361,676,2037
kafka,PR-11797,2,8,254,55,309
kafka,PR-11799,1,1,18,13,31
kafka,PR-11790,5,70,442,446,888
kafka,PR-11788,5,4,118,67,185
kafka,PR-11800,1,7,65,2,67
kafka,PR-11787,7,10,508,101,609
kafka,PR-11800,2,7,76,6,82
kafka,PR-11787,8,8,307,101,408
kafka,PR-11800,3,7,145,15,160
kafka,PR-11733,10,61,1526,676,2202
kafka,PR-11733,11,61,1526,676,2202
kafka,PR-11797,3,8,254,55,309
kafka,PR-11787,9,8,307,101,408
kafka,PR-7082,6,2,36,0,36
kafka,PR-11801,1,2,4,5,9
kafka,PR-11804,1,2,5,5,10
kafka,PR-11733,12,61,1527,678,2205
kafka,PR-11804,2,2,5,5,10
kafka,PR-11805,1,5,50,14,64
kafka,PR-11733,13,61,1544,683,2227
kafka,PR-11777,2,34,606,49,655
kafka,PR-11800,4,7,150,15,165
kafka,PR-11800,5,7,142,15,157
kafka,PR-10851,45,16,1447,121,1568
kafka,PR-10802,11,11,133,34,167
kafka,PR-7082,7,2,36,0,36
kafka,PR-11803,5,3,79,0,79
kafka,PR-11705,12,30,973,105,1078
kafka,PR-11803,6,3,79,0,79
kafka,PR-11492,4,4,25,19,44
kafka,PR-7082,8,2,36,0,36
kafka,PR-11777,3,34,610,49,659
kafka,PR-11775,2,11,605,37,642
kafka,PR-11776,2,14,1038,102,1140
kafka,PR-11778,2,40,1227,164,1391
kafka,PR-11779,2,81,3546,417,3963
kafka,PR-11780,3,40,5468,1350,6818
kafka,PR-11781,3,44,6768,1417,8185
kafka,PR-11782,3,108,11164,1845,13009
kafka,PR-11783,3,113,11349,1895,13244
kafka,PR-11572,8,27,758,366,1124
kafka,PR-11733,14,65,1642,705,2347
kafka,PR-11806,1,3,107,9,116
kafka,PR-11797,4,8,294,55,349
kafka,PR-11804,3,2,8,6,14
kafka,PR-11572,9,27,762,367,1129
kafka,PR-11807,1,3,85,1,86
kafka,PR-11733,15,65,1687,707,2394
kafka,PR-7082,9,2,36,0,36
kafka,PR-11797,5,8,301,55,356
kafka,PR-11806,2,3,154,19,173
kafka,PR-11797,6,8,304,55,359
kafka,PR-11809,1,15,447,123,570
kafka,PR-11808,2,2,13,0,13
kafka,PR-11805,2,5,40,7,47
kafka,PR-11807,2,3,89,1,90
kafka,PR-11810,1,2,5,2,7
kafka,PR-11788,6,4,133,73,206
kafka,PR-11811,1,1,1,0,1
kafka,PR-11812,2,6,182,363,545
kafka,PR-11813,1,2,73,40,113
kafka,PR-11800,6,7,150,15,165
kafka,PR-11814,1,1,8,5,13
kafka,PR-11816,1,1,17,0,17
kafka,PR-11817,1,2,472,682,1154
kafka,PR-7082,10,2,36,0,36
kafka,PR-11796,3,70,944,196,1140
kafka,PR-11818,1,3,153,40,193
kafka,PR-7082,11,2,36,0,36
kafka,PR-11760,4,4,216,62,278
kafka,PR-11819,1,1,1,1,2
kafka,PR-11803,9,3,80,3,83
kafka,PR-11173,12,4,467,202,669
kafka,PR-11803,10,3,79,2,81
kafka,PR-11173,13,4,467,202,669
kafka,PR-10738,8,30,294,73,367
kafka,PR-11797,7,8,304,55,359
kafka,PR-11572,10,27,735,380,1115
kafka,PR-11813,2,2,89,41,130
kafka,PR-11809,2,15,448,123,571
kafka,PR-11809,3,15,448,123,571
kafka,PR-11812,3,6,184,363,547
kafka,PR-11821,1,1,27,4,31
kafka,PR-11812,4,6,184,363,547
kafka,PR-11822,1,15,1719,14,1733
kafka,PR-11173,14,3,394,199,593
kafka,PR-11821,2,1,27,4,31
kafka,PR-11812,5,6,184,363,547
kafka,PR-11823,1,1,11,2,13
kafka,PR-11822,2,18,2353,15,2368
kafka,PR-11824,1,1,10,10,20
kafka,PR-11815,2,4,13,31,44
kafka,PR-11824,2,1,16,14,30
kafka,PR-11822,3,22,3224,15,3239
kafka,PR-11821,3,1,29,4,33
kafka,PR-11681,3,3,17,9,26
kafka,PR-11681,4,3,18,9,27
kafka,PR-10738,9,32,330,92,422
kafka,PR-11821,5,1,39,4,43
kafka,PR-11823,2,1,11,2,13
kafka,PR-11828,1,1,8,10,18
kafka,PR-11821,6,1,39,4,43
kafka,PR-11797,8,8,302,55,357
kafka,PR-11788,7,4,137,76,213
kafka,PR-11777,5,34,611,50,661
kafka,PR-11773,2,6,234,13,247
kafka,PR-11821,7,2,46,9,55
kafka,PR-11773,3,6,235,13,248
kafka,PR-11827,2,1,46,39,85
kafka,PR-11830,1,3,17,12,29
kafka,PR-11813,5,2,97,42,139
kafka,PR-11827,3,1,112,99,211
kafka,PR-11827,4,1,113,99,212
kafka,PR-11831,1,1,5,3,8
kafka,PR-10851,46,16,1447,121,1568
kafka,PR-11833,1,1,18,0,18
kafka,PR-10738,10,34,339,102,441
kafka,PR-11832,4,1,18,20,38
kafka,PR-11833,2,1,18,0,18
kafka,PR-11832,5,1,18,20,38
kafka,PR-11572,11,27,729,380,1109
kafka,PR-11834,1,2,18,4,22
kafka,PR-11797,9,8,327,55,382
kafka,PR-11572,12,27,735,386,1121
kafka,PR-11833,3,1,18,0,18
kafka,PR-11811,2,1,1,0,1
kafka,PR-11809,5,15,476,123,599
kafka,PR-11821,8,2,46,9,55
kafka,PR-11811,3,1,1,0,1
kafka,PR-11835,1,5,88,39,127
kafka,PR-11788,8,5,141,80,221
kafka,PR-11517,4,1,0,8,8
kafka,PR-11797,11,8,365,55,420
kafka,PR-11788,9,4,137,76,213
kafka,PR-11813,6,2,97,42,139
kafka,PR-11836,1,2,19,4,23
kafka,PR-10802,12,11,132,34,166
kafka,PR-11813,7,2,97,42,139
kafka,PR-11831,2,1,4,3,7
kafka,PR-10802,13,11,132,34,166
kafka,PR-11517,5,1,0,8,8
kafka,PR-10738,11,34,339,102,441
kafka,PR-11833,4,1,18,0,18
kafka,PR-10738,12,34,339,102,441
kafka,PR-11773,4,6,235,13,248
kafka,PR-11776,3,14,1038,102,1140
kafka,PR-11778,3,40,1232,169,1401
kafka,PR-11779,3,48,2962,373,3335
kafka,PR-11780,4,40,5468,1350,6818
kafka,PR-11797,12,8,365,55,420
kafka,PR-11781,4,44,6768,1417,8185
kafka,PR-11782,4,75,10580,1801,12381
kafka,PR-11783,4,79,10763,1849,12612
kafka,PR-11838,2,1,3,0,3
kafka,PR-11839,1,1,1,0,1
kafka,PR-11773,5,6,235,13,248
kafka,PR-11840,1,22,135,134,269
kafka,PR-11797,13,8,371,55,426
kafka,PR-11842,1,2,19,4,23
kafka,PR-11843,1,1,3,3,6
kafka,PR-11797,14,8,385,55,440
kafka,PR-11844,1,1,3,0,3
kafka,PR-11797,15,8,400,55,455
kafka,PR-11821,9,3,98,23,121
kafka,PR-11475,2,2,3,7,10
kafka,PR-11830,2,3,17,12,29
kafka,PR-11830,3,3,17,12,29
kafka,PR-11797,16,8,398,55,453
kafka,PR-11845,1,2,40,55,95
kafka,PR-11173,15,3,400,199,599
kafka,PR-11842,4,1,11,4,15
kafka,PR-11846,1,1,1,0,1
kafka,PR-11833,5,1,18,0,18
kafka,PR-11816,2,1,17,0,17
kafka,PR-11847,1,4,53,34,87
kafka,PR-11797,17,8,398,55,453
kafka,PR-11841,3,2,6,5,11
kafka,PR-11797,18,8,407,55,462
kafka,PR-11841,4,2,7,5,12
kafka,PR-11797,19,8,402,55,457
kafka,PR-11848,1,1,58,70,128
kafka,PR-11851,1,1,1,1,2
kafka,PR-11852,1,1,1,0,1
kafka,PR-11841,5,2,7,5,12
kafka,PR-11841,6,2,7,5,12
kafka,PR-11841,7,2,7,5,12
kafka,PR-11853,1,1,9,4,13
kafka,PR-11853,2,2,13,9,22
kafka,PR-11733,16,65,1687,707,2394
kafka,PR-11854,3,27,938,177,1115
kafka,PR-11842,5,2,68,4,72
kafka,PR-11842,6,2,67,4,71
kafka,PR-11821,10,3,104,24,128
kafka,PR-11821,11,3,114,25,139
kafka,PR-11847,2,4,56,37,93
kafka,PR-11855,1,1,4,0,4
kafka,PR-11847,3,6,68,38,106
kafka,PR-11856,1,1,1,1,2
kafka,PR-11847,4,7,71,38,109
kafka,PR-11773,6,6,235,13,248
kafka,PR-11857,2,5,79,56,135
kafka,PR-11843,2,1,5,5,10
kafka,PR-11858,2,6,197,15,212
kafka,PR-11843,3,1,5,5,10
kafka,PR-11705,13,30,973,105,1078
kafka,PR-11864,1,2,17,0,17
kafka,PR-11805,3,5,40,7,47
kafka,PR-11843,4,1,5,5,10
kafka,PR-11173,16,3,401,196,597
kafka,PR-11861,1,1,3,1,4
kafka,PR-11865,1,1,2,2,4
kafka,PR-11864,2,2,17,0,17
kafka,PR-11864,3,2,19,2,21
kafka,PR-11821,12,3,118,26,144
kafka,PR-11867,1,1,3,2,5
kafka,PR-11211,8,10,259,113,372
kafka,PR-11821,13,3,125,26,151
kafka,PR-11867,2,3,11,7,18
kafka,PR-11796,5,71,1288,195,1483
kafka,PR-11865,2,1,12,12,24
kafka,PR-11869,1,1,2,2,4
kafka,PR-11866,4,1,6,3,9
kafka,PR-11870,1,1,2,2,4
kafka,PR-11797,20,8,402,55,457
kafka,PR-11802,8,13,2774,71,2845
kafka,PR-11871,1,2,13,8,21
kafka,PR-11873,1,2,6,8,14
kafka,PR-11874,1,2,6,4,10
kafka,PR-11796,6,71,1288,195,1483
kafka,PR-11864,4,2,17,4,21
kafka,PR-11796,7,71,1288,195,1483
kafka,PR-11802,11,17,2950,92,3042
kafka,PR-11855,2,1,9,0,9
kafka,PR-10802,14,11,132,34,166
kafka,PR-11868,3,4,114,82,196
kafka,PR-11873,2,2,6,8,14
kafka,PR-11865,3,1,12,12,24
kafka,PR-11873,3,2,6,8,14
kafka,PR-11876,1,1,1,1,2
kafka,PR-11877,1,2,38,0,38
kafka,PR-11878,1,1,27,28,55
kafka,PR-11879,1,1,0,1,1
kafka,PR-11842,7,2,67,4,71
kafka,PR-11880,1,1,3,3,6
kafka,PR-11881,1,1,1,2,3
kafka,PR-11882,1,1,3,2,5
kafka,PR-11837,2,1,9,0,9
kafka,PR-11883,1,2,2,2,4
kafka,PR-11884,1,2,3,3,6
kafka,PR-11881,2,1,2,3,5
kafka,PR-11433,4,3,190,1,191
kafka,PR-11886,1,3,42,2,44
kafka,PR-11760,5,4,217,62,279
kafka,PR-11887,1,1,55,103,158
kafka,PR-11855,3,2,84,0,84
kafka,PR-11855,4,2,84,0,84
kafka,PR-11733,17,65,1688,707,2395
kafka,PR-11888,1,1,1,1,2
kafka,PR-11817,4,3,484,798,1282
kafka,PR-11760,6,4,251,67,318
kafka,PR-11837,3,19,727,116,843
kafka,PR-11889,1,8,83,4,87
kafka,PR-11837,4,19,726,116,842
kafka,PR-11837,5,21,823,119,942
kafka,PR-11837,6,21,825,121,946
kafka,PR-11890,1,2,7,7,14
kafka,PR-11891,1,3,104,1,105
kafka,PR-11705,14,30,973,105,1078
kafka,PR-11892,1,2,77,2,79
kafka,PR-11893,1,10,500,98,598
kafka,PR-11888,2,1,1,1,2
kafka,PR-11894,1,2,101,22,123
kafka,PR-11895,1,5,12,3,15
kafka,PR-11705,15,30,973,105,1078
kafka,PR-11821,14,3,127,26,153
kafka,PR-11892,2,2,77,2,79
kafka,PR-11891,2,3,115,1,116
kafka,PR-11895,2,5,14,3,17
kafka,PR-11875,3,4,285,36,321
kafka,PR-11897,1,1,1,1,2
kafka,PR-11869,2,2,11,10,21
kafka,PR-11837,7,21,817,121,938
kafka,PR-11898,2,2,21,8,29
kafka,PR-11882,2,1,3,2,5
kafka,PR-11837,8,21,830,120,950
kafka,PR-11899,1,1,18,0,18
kafka,PR-11900,1,1,1,1,2
kafka,PR-11837,9,21,905,120,1025
kafka,PR-11869,3,2,11,10,21
kafka,PR-11901,1,2,15,7,22
kafka,PR-11837,10,21,915,120,1035
kafka,PR-11705,16,30,973,105,1078
kafka,PR-11891,3,3,115,1,116
kafka,PR-11835,2,5,88,41,129
kafka,PR-11901,2,2,15,7,22
kafka,PR-11705,17,30,973,105,1078
kafka,PR-11837,11,21,948,121,1069
kafka,PR-11891,4,3,117,1,118
kafka,PR-11902,1,1,5,1,6
kafka,PR-11796,8,71,1288,195,1483
kafka,PR-11705,18,30,973,105,1078
kafka,PR-11705,19,30,973,105,1078
kafka,PR-11796,9,71,1288,195,1483
kafka,PR-11903,1,1,7,0,7
kafka,PR-11898,3,2,21,8,29
kafka,PR-11821,15,3,127,26,153
kafka,PR-11705,20,30,1009,108,1117
kafka,PR-11471,2,3,25,32,57
kafka,PR-11837,12,21,947,121,1068
kafka,PR-11904,1,1,1,1,2
kafka,PR-11885,2,4,7,6,13
kafka,PR-11837,13,21,946,121,1067
kafka,PR-11905,1,1,1,1,2
kafka,PR-11906,1,1,1,1,2
kafka,PR-11837,14,21,947,121,1068
kafka,PR-10367,12,2,522,75,597
kafka,PR-11837,15,21,946,121,1067
kafka,PR-11893,2,12,652,218,870
kafka,PR-11908,1,1,2,2,4
kafka,PR-11821,16,3,128,27,155
kafka,PR-11909,1,2,14,0,14
kafka,PR-11430,6,2,52,5,57
kafka,PR-11579,7,2,21,2,23
kafka,PR-11471,3,3,21,33,54
kafka,PR-11822,4,25,5125,15,5140
kafka,PR-11173,17,3,417,196,613
kafka,PR-11822,5,30,5146,16,5162
kafka,PR-11910,1,3,214,120,334
kafka,PR-11911,1,2,72,0,72
kafka,PR-11471,4,3,26,45,71
kafka,PR-11912,1,3,3,3,6
kafka,PR-11173,18,3,415,196,611
kafka,PR-11913,1,5,11,36,47
kafka,PR-11822,6,30,5152,16,5168
kafka,PR-11909,2,2,14,0,14
kafka,PR-11912,2,4,19,8,27
kafka,PR-11914,1,1,0,1,1
kafka,PR-11904,2,1,1,1,2
kafka,PR-11733,18,65,1619,707,2326
